,SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap
30,31,Binance Coin,BNB,2017-08-25 23:59:59,2.73,2.3906,2.3906,2.4969,49977600.0,249687000.0
31,32,Binance Coin,BNB,2017-08-26 23:59:59,2.5388,1.9606,2.5304,2.1694,26690700.0,216936000.0
32,33,Binance Coin,BNB,2017-08-27 23:59:59,2.3135,1.858,2.18,2.0052,17214900.0,200519000.0
33,34,Binance Coin,BNB,2017-08-28 23:59:59,2.1674,1.9628,2.0215,2.0429,15413900.0,204290000.0
34,35,Binance Coin,BNB,2017-08-29 23:59:59,2.3276,1.9897,2.1063,2.3276,20372000.0,232758000.0
35,36,Binance Coin,BNB,2017-08-30 23:59:59,2.3654,2.0946,2.2819,2.35,24830000.0,235005000.0
36,37,Binance Coin,BNB,2017-08-31 23:59:59,2.4081,2.1964,2.3282,2.2038,20214800.0,220379000.0
37,38,Binance Coin,BNB,2017-09-01 23:59:59,2.389,2.1165,2.2017,2.3842,20990700.0,238417000.0
38,39,Binance Coin,BNB,2017-09-02 23:59:59,2.8493,1.7225,2.5,1.9927,22995400.0,199268000.0
39,40,Binance Coin,BNB,2017-09-03 23:59:59,2.0193,1.4242,1.9255,1.5758,11662000.0,157580000.0
40,41,Binance Coin,BNB,2017-09-04 23:59:59,1.5767,0.613,1.5767,1.0496,20075100.0,104957000.0
41,42,Binance Coin,BNB,2017-09-05 23:59:59,1.1194,0.7406,1.0325,0.9737,9453770.0,97371600.0
42,43,Binance Coin,BNB,2017-09-06 23:59:59,1.1713,0.7355,0.9905,1.0861,14279400.0,108614000.0
43,44,Binance Coin,BNB,2017-09-07 23:59:59,1.5083,0.9567,1.0343,1.3662,15442300.0,136622000.0
44,45,Binance Coin,BNB,2017-09-08 23:59:59,1.4039,0.9466,1.398,1.0068,9872850.0,100683000.0
45,46,Binance Coin,BNB,2017-09-09 23:59:59,1.0338,0.8631,1.0092,0.9893,4011510.0,98930100.0
46,47,Binance Coin,BNB,2017-09-10 23:59:59,1.0028,0.8524,0.9821,0.9422,3257430.0,94215900.0
47,48,Binance Coin,BNB,2017-09-11 23:59:59,1.1017,0.902,0.9492,1.0258,5167180.0,102581000.0
48,49,Binance Coin,BNB,2017-09-12 23:59:59,1.2082,0.9876,1.0335,1.0357,7213490.0,103568000.0
49,50,Binance Coin,BNB,2017-09-13 23:59:59,1.0429,0.8802,1.0429,0.9372,2780700.0,93720400.0
50,51,Binance Coin,BNB,2017-09-14 23:59:59,0.9502,0.6735,0.9379,0.6788,3134360.0,67878400.0
51,52,Binance Coin,BNB,2017-09-15 23:59:59,0.8492,0.5268,0.6833,0.7997,4625680.0,79970900.0
52,53,Binance Coin,BNB,2017-09-16 23:59:59,0.9272,0.7461,0.8081,0.8042,2829570.0,80419800.0
53,54,Binance Coin,BNB,2017-09-17 23:59:59,0.8148,0.7337,0.8034,0.7896,1273640.0,78958900.0
54,55,Binance Coin,BNB,2017-09-18 23:59:59,0.937,0.7876,0.7896,0.9092,3717860.0,90920200.0
55,56,Binance Coin,BNB,2017-09-19 23:59:59,0.9091,0.7877,0.9074,0.8024,2888420.0,80242500.0
56,57,Binance Coin,BNB,2017-09-20 23:59:59,0.8164,0.7437,0.815,0.7479,2536950.0,74789000.0
57,58,Binance Coin,BNB,2017-09-21 23:59:59,0.7818,0.6843,0.764,0.7021,2238040.0,70214000.0
58,59,Binance Coin,BNB,2017-09-22 23:59:59,0.7402,0.6833,0.6989,0.7159,2099500.0,71589300.0
59,60,Binance Coin,BNB,2017-09-23 23:59:59,0.7774,0.7078,0.7172,0.771,2276080.0,77096500.0
60,61,Binance Coin,BNB,2017-09-24 23:59:59,0.7883,0.7362,0.7758,0.7833,2402720.0,78326800.0
61,62,Binance Coin,BNB,2017-09-25 23:59:59,0.9366,0.7733,0.7842,0.9171,3695220.0,91705900.0
62,63,Binance Coin,BNB,2017-09-26 23:59:59,0.9401,0.8592,0.9189,0.8607,3460160.0,86074700.0
63,64,Binance Coin,BNB,2017-09-27 23:59:59,1.2014,0.8557,0.8557,1.1437,8394020.0,114366000.0
64,65,Binance Coin,BNB,2017-09-28 23:59:59,1.4331,1.1451,1.1484,1.3779,13944300.0,137788000.0
65,66,Binance Coin,BNB,2017-09-29 23:59:59,1.367,1.1355,1.367,1.2662,8474270.0,126624000.0
66,67,Binance Coin,BNB,2017-09-30 23:59:59,1.3077,1.228,1.27,1.2836,6194570.0,128358000.0
67,68,Binance Coin,BNB,2017-10-01 23:59:59,1.5289,1.2599,1.2842,1.5265,9043600.0,152653000.0
68,69,Binance Coin,BNB,2017-10-02 23:59:59,1.9829,1.5134,1.5266,1.9647,19367700.0,196467000.0
69,70,Binance Coin,BNB,2017-10-03 23:59:59,2.0329,1.6717,1.9678,1.8207,14411500.0,182070000.0
70,71,Binance Coin,BNB,2017-10-04 23:59:59,1.8575,1.5177,1.8515,1.6015,7227750.0,160148000.0
71,72,Binance Coin,BNB,2017-10-05 23:59:59,1.7352,1.4169,1.635,1.6785,7503500.0,167849000.0
